Key,Ort_R,Std_R,Car_R,Bas_R,Ort_G,Std_G,Car_G,Bas_G,Ort_B,Std_B,Car_B,Bas_B,Like,Boy_3/4 kol,Boy_Kısa Kol,Boy_Uzun Kol
362,0.8495934959349061,0.174818311351154,0.2968758339946191,0.3794821819988085,0.4347826086956263,0.2073520047290837,0.3204513209492441,0.3070863549239531,0.6705882352941176,0.2044017167809771,0.3084844907921888,0.3267765009252135,0.2142857142857142,0,1,0
364,0.3252032520324671,0.3263211899766504,0.3575401672665643,0.1833252531808685,0.0790513833991835,0.3377883191168918,0.3676617453003556,0.1624420789090606,0.4588235294117647,0.325765049320969,0.3457592617314826,0.1834254025838073,0.4088785046728972,0,1,0
366,0.3170731707317073,0.5433254699737755,0.5828652999443651,0.0688456429430623,0.9051383399209488,0.5945048642669235,0.6298582523464356,0.0494966856437644,0.4862745098038958,0.6016666500894591,0.6305042026994623,0.0523526388869358,0.455607476635514,0,1,0
370,0.1585365853658536,0.5632858303209411,0.6146938471933205,0.0628156315986292,0.4782608695652174,0.5943723749984668,0.6390869957993794,0.0495288438677734,0.6313725490195564,0.613604176348694,0.646346135186346,0.0494577454259131,0.4,0,1,0
374,0.9105691056910036,0.5595618600604695,0.6234978228016761,0.0639020918203465,0.4071146245059289,0.535712604727304,0.6148765869140498,0.0652548889971328,0.450980392156837,0.5284009766776144,0.6077939113428565,0.0734950626247037,0.5395348837209303,0,1,0
377,0.3658536585365853,0.0,0.0,1.0,0.1541501976284067,0.0,0.0,1.0,0.2666666666666152,0.0,0.0,1.0,0.4505494505494505,0,1,0
380,0.2479674796747701,0.589090930268102,0.6474434398215367,0.0557078250648032,0.8853754940711205,0.6250733516152267,0.6851249743411474,0.042687999163877,0.3725490196077917,0.6628063802219669,0.7182762806514833,0.0388414653027428,0.3674024795887511,0,1,0
381,0.2560975609756097,0.6339780180382188,0.7186949278195318,0.044947202844638,0.3438735177865095,0.6520952544941894,0.7288270679042108,0.0373215066241831,0.1803921568627194,0.6710433434515731,0.7415108032962916,0.0372501926323459,0.5,0,1,0
384,0.8333333333333068,0.6171075762338938,0.6867798706531831,0.0487713818628863,0.814229249011832,0.6315424219953307,0.6960505015908252,0.0413507552154547,0.8235294117647058,0.6436475910247129,0.7012824676878155,0.0427392545838552,0.4,1,0,0
385,0.5325203252031987,0.4231824537600626,0.4800962136238882,0.1182398669755914,0.9525691699604744,0.5003834047473563,0.5485189858540305,0.0767981935106397,0.0509803921568627,0.5570108723090398,0.5963788707066364,0.0644841810189597,0.4507042253521127,0,1,0
387,0.2560975609756097,0.6339780180382188,0.7186949278195318,0.044947202844638,0.3438735177865095,0.6520952544941894,0.7288270679042108,0.0373215066241831,0.1803921568627194,0.6710433434515731,0.7415108032962916,0.0372501926323459,0.5,0,1,0
388,0.6788617886178329,0.595635823977267,0.626125029917425,0.0540177102469305,0.3952569169960474,0.6145832765680135,0.6447908346660693,0.0449318725157208,0.1215686274509546,0.6215291401251509,0.6514970671523568,0.0476102194314048,0.3846153846153846,0,1,0
390,0.8333333333333068,0.6171075762338938,0.6867798706531831,0.0487713818628863,0.814229249011832,0.6315424219953307,0.6960505015908252,0.0413507552154547,0.8235294117647058,0.6436475910247129,0.7012824676878155,0.0427392545838552,0.4,1,0,0
391,0.4105691056910036,0.6067151440576777,0.6491185690104695,0.0512562207103218,0.2173913043478261,0.6288460624180534,0.6728427110110022,0.0419049990426002,0.9725490196077916,0.6469809536262993,0.6850393124100396,0.0420402141108569,0.45372460496614,0,1,0
393,0.5447154471544182,0.5549803986523478,0.64931987834444,0.0652643826866975,0.948616600790462,0.579942790527405,0.6667072237163381,0.0530487880187394,0.6274509803921311,0.6039097059398487,0.6815578449495447,0.0517980745772523,0.2222222222222222,0,1,0
394,0.2601626016259896,0.6717385154199278,0.7004868622320599,0.0372273122025682,0.067193675889328,0.7142387420167604,0.7404298686660402,0.02690633966334,0.3529411764705882,0.7582745395186586,0.7775720726279616,0.0230388037660969,0.4838709677419355,0,1,0
395,0.6707317073170732,0.6410724793581775,0.7129720742961096,0.0434105195025638,0.7509881422924902,0.6513312631694357,0.7224584409788697,0.03746496868194,0.0078431372549019,0.659863472513096,0.7279383257162431,0.0394227425879217,0.4466800804828973,0,1,0
400,0.5162601626015993,0.4276980690771435,0.4953022439816748,0.1158712859206824,0.774703557312253,0.49838996912519,0.5314789849228152,0.0775045940786209,0.1764705882352941,0.6301734859062534,0.6301945694900266,0.045657488398022,0.1219512195121951,0,1,0
407,0.4918699186991603,1.0000000000000002,1.0,0.0,0.2134387351778138,1.0,0.9999999999999998,0.0,0.9921568627450724,1.0,1.0000000000000002,0.0,0.3576158940397351,0,1,0
410,0.0894308943089164,0.8590411970050078,0.8744028986523096,0.0112474200163655,0.5098814229248494,0.882859726074027,0.8905549284212795,0.0080574824885329,0.2078431372548505,0.911266719818041,0.9111781125375004,0.0064694944068959,1.0,0,1,0
416,0.6178861788617354,0.7816083970363419,0.8275218441633254,0.0199900805111782,0.4743083003952051,0.795558378340123,0.8374329595634802,0.0164332952662061,0.0274509803921568,0.8087496940983968,0.8455606562346687,0.0166113245170173,0.4741298212605832,0,1,0
418,0.2723577235772091,0.7265230524620143,0.746111079072463,0.0277867653724252,0.6561264822134388,0.7810089947041368,0.7960411711114299,0.0180902081605523,0.2470588235294117,0.7003133734839461,0.71257668164181,0.0319723794542045,0.4301221166892808,0,1,0
419,0.4552845528455018,0.9189783148340104,0.9307067378342364,0.0058527997667956,0.889328063241055,0.8984564455342554,0.9049728043722648,0.0068020641003194,0.8862745098038959,0.9120215318706772,0.9130069071987486,0.006406038322213,0.5,0,1,0
422,0.8780487804878049,0.6073159237887231,0.6943722852667238,0.0511089674399102,0.0079051383399209,0.6339997297172906,0.7143372067751235,0.0408529484050245,0.0078431372549019,0.5922909724175073,0.6992427025134293,0.0547242666772151,0.2328605200945626,0,1,0
425,0.7804878048780488,0.5343245416080855,0.6147685225177646,0.0717299316720916,0.7470355731224779,0.5509407780384143,0.6234736064467574,0.0607937338113038,0.874509803921543,0.5781686194861345,0.6391373228076691,0.0584640548939256,1.0,0,1,0
426,0.3943089430894042,0.5551141314000274,0.6055704266368112,0.0652246179001466,0.2766798418972332,0.5313569473029176,0.566631636617976,0.066585097575583,0.4196078431372034,0.5708583722347075,0.5954332404858038,0.0604865178225156,0.4227642276422764,0,1,0
431,0.4105691056910036,0.8856524882983994,0.9025014481202884,0.0087236526912562,0.0355731225296442,0.9057838634711196,0.914856373041388,0.0062347573836057,0.5764705882352941,0.934896328041804,0.936043731896436,0.0045696161653695,0.4645161290322581,0,1,0
434,0.3495934959349061,0.6866065148065863,0.7029715753078234,0.034475002305265,0.6600790513833734,0.7217920944366878,0.7346762345558422,0.0257975350205281,0.9921568627450724,0.7641310454137579,0.7694925224886531,0.0222333881709485,0.3880597014925373,0,1,0
440,0.6829268292682927,0.8141909467873769,0.8284936669877718,0.0160322129057019,0.1146245059288278,0.8385520491008882,0.8517272482249159,0.0119989127167321,0.9176470588235294,0.8767171086375286,0.8857893964614394,0.0095156098981375,0.3333333333333333,0,0,1
445,0.3130081300812475,0.5328709065943777,0.6288180554347176,0.072207220922397,0.1383399209485907,0.549711926716026,0.6402372158598486,0.0611443865139804,0.2745098039215429,0.5541268481687079,0.6362054803992137,0.0653447846969568,0.3676975945017182,0,1,0
446,0.6382113821137945,0.8202425050463893,0.8370607387216966,0.0153441040845288,0.972332015810225,0.8358718317888199,0.8498707004280748,0.0122559079098878,0.6862745098038958,0.8673308738595037,0.878155525615403,0.0104037469474852,0.5882352941176471,0,1,0
448,0.4674796747967213,0.3325278649333933,0.3929616159754738,0.1781739115004347,0.316205533596812,0.3654235911832804,0.4172769221480412,0.1427526463765214,0.2039215686274252,0.372494276203733,0.4088144668154811,0.1482094533928069,0.41,0,1,0
454,0.7886178861788085,0.7285150614459242,0.735410850749568,0.0274769134041722,0.2766798418972332,0.7624896885616468,0.7678457935968794,0.0203269862479694,0.388235294117647,0.7994464533447813,0.7994387141859705,0.017713544763296,0.4067796610169492,0,1,0
457,0.6097560975609756,0.8241023257054574,0.8477318391068527,0.0149124578104607,0.1343873517786561,0.8248957701622386,0.8460867950125699,0.0133371471768813,0.4784313725489681,0.8275194019280153,0.8439747281094265,0.0144889767254399,0.3202846975088968,0,1,0
459,0.1626016260162335,0.5567522642431628,0.6251400416229138,0.0647356727804616,0.6205533596837945,0.580262494614951,0.6375892905716145,0.0529691328871994,0.4352941176470588,0.5924629407727987,0.6392110929373835,0.0546791072915023,0.2222222222222222,0,1,0
463,0.0772357723577235,0.4382785310304686,0.5033667343511601,0.1105096664162515,0.2687747035572863,0.5049086910465945,0.5450991325963856,0.0752201226840641,0.0470588235294117,0.5668996179046762,0.5836715017780871,0.0616071652111212,0.5263157894736842,0,0,1
476,0.5447154471544182,0.6616106073424011,0.7260549702233521,0.0391907506130163,0.2806324110671677,0.7175504777008839,0.7718188178344021,0.0264164323268268,0.3411764705882353,0.7573646712477328,0.8002601305893451,0.0231653120458596,0.5714285714285714,0,1,0
481,0.6463414634146342,0.5134802724955843,0.625947430469286,0.0788425930180639,0.2015810276679324,0.5544080426060807,0.6575076939659354,0.0598188399303964,1.0,0.6044320180636916,0.6771608056255929,0.0516689668559264,0.3134328358208955,0,1,0
483,0.4105691056910036,0.5688435916663592,0.5983066082367898,0.0612213754219179,0.8300395256916479,0.5911999587486045,0.627415590996719,0.0502845588973011,0.0,0.6152849736096534,0.645373239480012,0.0490621385620813,0.6666666666666666,0,1,0
485,0.4308943089430628,0.6116737467488225,0.6969098807495253,0.0500583838849816,0.0,0.6384154023285491,0.7172010475807156,0.0399681168820066,0.1803921568627194,0.7558367961642901,0.7832531730291155,0.0233788366820163,0.5454545454545454,0,1,0
490,0.4837398373983206,0.5367506585970334,0.6741064963436787,0.0709423032374989,0.4901185770750988,0.5522023444323312,0.6839072020012897,0.0604374939517592,0.1058823529411764,0.5488912499911677,0.6775897353912956,0.0669346459519477,0.3335051546391752,0,1,0
493,0.0813008130080768,0.4604971141914924,0.5729287239403849,0.1000445025945445,0.0355731225296442,0.481642801340217,0.5913464474882719,0.0836902742897245,0.8784313725489682,0.6347038828342361,0.6700820923029163,0.0446585541311612,0.525,0,1,0
494,0.626016260162575,0.6362646157303238,0.7525839500509051,0.0444469441356979,0.2134387351778138,0.6476777365467292,0.7596963603574525,0.0381607807584572,0.3333333333333076,0.644135036571602,0.7543153373124323,0.0426373759007277,0.359375,0,1,0
496,0.5528455284552579,0.5775880219198735,0.6330976389735792,0.0587847931234418,0.4743083003952051,0.582310544468793,0.635700968560253,0.0524575926535905,0.7960784313724976,0.5876194322776859,0.6365608824369564,0.0559370930600112,0.4024960998439937,0,1,0
497,0.9349593495934426,0.6157601213626798,0.6412580143703377,0.0490876191438156,0.6561264822134388,0.6783955910286623,0.7003317892007803,0.0326113865428402,0.1529411764705882,0.586097479443804,0.636305359331016,0.0563390008700682,0.40625,0,1,0
500,0.150406504065014,0.5241037320640138,0.6431279706674575,0.075141415630376,0.399209486165982,0.576373708670685,0.6717823772074527,0.0539533500546115,0.239215686274484,0.5960706989675503,0.6802865264500817,0.05375750172586,0.3439597315436241,0,1,0
503,0.3048780487804878,0.7199524454068225,0.7316724698424879,0.0288223002384568,0.648221343873492,0.787516485906695,0.7964838023607475,0.0173385670974455,0.4431372549019093,0.8720520914440762,0.8770245345262688,0.0099539704949567,0.4502994011976048,0,1,0
