Key,Ort_R,Std_R,Car_R,Bas_R,Ort_G,Std_G,Car_G,Bas_G,Ort_B,Std_B,Car_B,Bas_B,Like,Boy_3/4 kol,Boy_Kısa Kol,Boy_Uzun Kol
253,0.7195121951219512,0.7381713724618115,0.7482149969657217,0.0260090800909794,0.3241106719367589,0.8225975764614664,0.8231429823390999,0.0135683856422812,0.5529411764705883,0.9007521289522632,0.8966088752379691,0.0073610914729329,0.3389261744966443,0,1,0
255,0.5853658536585367,0.635889124731422,0.7170365141586841,0.0445287579224012,0.2885375494071146,0.6531297544048233,0.7264771853732543,0.0371271699950628,0.2627450980391899,0.6698291968175717,0.7365644861578793,0.0374815928036514,0.5,0,1,0
256,0.0528455284552845,0.4764679225543615,0.5623611189471234,0.0931339514342397,0.7154150197628459,0.4964309557330915,0.5748521726153055,0.0782045834240652,0.8156862745097783,0.5154351516581991,0.5777951337390577,0.0779449084188872,0.2471451876019575,0,1,0
268,0.6626016260162335,0.7407511961120143,0.7693356923340886,0.0256254349948698,0.8339920948616601,0.69587838099727,0.7292874931543243,0.0297320985150607,0.9803921568627194,0.659104858711333,0.6967355230517203,0.0395718408601014,0.4573304157549234,0,1,0
271,0.475609756097561,0.1757569510804348,0.2297021189161888,0.3776860730122035,0.7588932806323593,0.1718225721925026,0.209988817220216,0.3692463517906046,0.9725490196077916,0.2050580240308688,0.2380483401930946,0.3257137804945068,0.3481228668941979,0,1,0
272,0.2601626016259896,0.7996649933973048,0.8251981728611226,0.0177430117641071,0.8260869565217134,0.8166359160289591,0.8360425868182311,0.0141767956361907,0.650980392156837,0.8501456059227063,0.8610229012506212,0.0121016121575014,0.3776223776223776,0,1,0
274,0.8983739837397842,0.0822992232458037,0.1659818404506938,0.6192276511621704,0.8023715415019506,0.2231836553454603,0.2946732062564769,0.2833675847191444,0.3647058823529411,0.1387915806161386,0.1644800976464006,0.4563346193966642,0.3184466019417475,0,1,0
275,0.5406504065040384,0.6716704069636841,0.7209810095349476,0.0372398340358815,0.6047430830039008,0.6665482328046237,0.7247476982992205,0.0346741503349719,0.6901960784313211,0.6827735096202253,0.7443791601901624,0.0350655614960525,0.7,0,1,0
278,0.5650406504064774,0.7974986537559894,0.8236746122355776,0.0180050546953196,0.5454545454544937,0.8035061004286717,0.8240919091863916,0.0155630423153158,0.1607843137254388,0.8227027610074465,0.8375257130897094,0.0150211222534146,0.2983193277310924,0,1,0
284,0.1869918699186725,0.6922508414633297,0.6921713934675537,0.0334693923380518,0.1897233201580509,0.7413695952760238,0.7392330585236122,0.0230652854951491,0.92549019607838,0.7677662612243793,0.7615728551979715,0.0217422475150132,0.2989690721649484,0,1,0
287,0.4065040650406237,0.2444334404861151,0.3169875815345282,0.2692402482862976,0.0158102766798419,0.239030394452493,0.2992609208011385,0.2617283433094904,0.8901960784313211,0.29018039214599,0.3505486609401325,0.2163550592001483,0.3548387096774194,0,1,0
292,0.7479674796747701,0.2788696612180001,0.3592661539328889,0.2285723210843268,0.1541501976284067,0.3195388089789959,0.3935016222116685,0.177059063571689,0.9882352941176472,0.3187704263769448,0.384939131595237,0.1894326088869632,0.3091787439613526,0,1,0
296,0.1707317073170731,0.6080750157324892,0.6619385472931296,0.050925871225761,0.913043478260818,0.653343068415247,0.6961641379779187,0.0370862282576618,0.92549019607838,0.666304439235622,0.697481566370507,0.0381586468421242,0.2583850931677018,0,1,0
297,0.7073170731707318,0.9171054912130858,0.9131913767578016,0.0060060128088005,0.8418972332015293,0.8847953294977118,0.87767032335228,0.0078979419002059,0.2823529411764706,0.8855580551119903,0.8748276165725681,0.0087041449921758,0.24435318275154,0,1,0
305,0.8495934959349061,0.8088569962813892,0.8173492479479159,0.0166503291992673,0.7905138339920691,0.8145555434440594,0.8196918464786709,0.0143922593746063,0.8117647058823529,0.8331708661052623,0.8321221002541033,0.0138754643785534,0.3757763975155279,0,1,0
307,0.0284552845528455,0.794850181568,0.8053400988858817,0.0183290543923838,0.9920948616600532,0.8155981252945241,0.8240990879373524,0.0142839124754114,0.2156862745097782,0.8195219852217878,0.8239120990540441,0.015376995355168,0.4375,0,0,1
311,0.7398373983739305,0.6652425327749851,0.6947018645199534,0.0384776050880874,0.6758893280631894,0.6790148129728244,0.7052647811865105,0.0325060935953099,0.2862745098038958,0.7137748593879664,0.7294382283206919,0.0297288113460471,0.6021505376344086,0,1,0
316,0.6219512195121951,0.5718063977941454,0.6210100695635798,0.0603858388243506,0.8616600790513577,0.6032585060543636,0.6502304985633671,0.0474606852453824,0.4901960784313211,0.8105780315311896,0.8210826429314539,0.0163981837058206,0.490566037735849,0,1,0
317,0.75203252032515,0.6523925255444525,0.6608622519931078,0.0410439536235434,1.0000000000000002,0.662757787555684,0.6661080137553235,0.0353535367933233,0.7607843137254388,0.6771782345034502,0.6704797083813088,0.0360952557109114,0.4,0,1,0
326,0.5284552845528189,0.5507367530711644,0.5762245740552825,0.0665484262132104,0.0632411067193676,0.581800285619122,0.6012577875285741,0.0525854920516133,0.3333333333333076,0.602719712057764,0.6111143098648302,0.0520921118329666,0.3846153846153846,0,1,0
328,0.1016260162601359,0.5312148381413384,0.5780550802317901,0.0727537276095194,0.7154150197628459,0.5905300111110185,0.6302884380568889,0.0504457534465489,0.6392156862744841,0.6478572861656554,0.677507855459111,0.0418585507139592,0.375,0,1,0
330,0.4268292682926829,0.8879533168930978,0.912117761185397,0.0085154787334602,0.0316205533596838,0.9102158273712216,0.9303909660628082,0.0058977380697339,0.5372549019607329,0.9389841309303604,0.9536453212251944,0.0042550528837744,0.4,0,1,0
331,0.5406504065040384,0.4037972135907495,0.5221818849639057,0.1289856211539671,0.9367588932805808,0.429326771377426,0.5388253713946327,0.1063226691741856,0.1764705882352941,0.4469096607123722,0.5461842139826756,0.1060632498572597,0.336734693877551,0,1,0
332,0.6626016260162335,0.7171901917064851,0.7381206168394567,0.0292645181757195,0.9249011857706992,0.7554261001497293,0.7726071026318193,0.0212189584608495,0.113725490196027,0.8017456718679882,0.8119657348344527,0.0174380988861057,0.5172413793103449,0,1,0
336,0.5040650406503798,0.7478436738825549,0.7822531636217702,0.0245885971059489,0.9051383399209488,0.7977868789868632,0.8222568707260911,0.0161864341314852,0.1450980392156605,0.8575408393531508,0.8708865508332095,0.0113597561590428,0.4285714285714285,1,0,0
341,0.6829268292682927,0.6374834485455017,0.7147809145042154,0.0441823181655067,1.0000000000000002,0.6463982439230964,0.7182106706713203,0.0384052984536214,0.8078431372548505,0.6674387316881564,0.7338222207944696,0.037939635649206,0.4441489361702128,0,1,0
345,0.0040650406504065,0.4494972361273539,0.5230393497599612,0.1050960158835676,0.1620553359683535,0.4672107260646125,0.5346742390715638,0.0894036625203828,0.5215686274509547,0.4704973068322223,0.5241402095078325,0.0954219291166072,0.4947275922671353,0,1,0
346,0.5650406504064774,0.7790345253354973,0.7945409356678685,0.0203219986021744,0.1106719367588933,0.8066444739715875,0.8189245540904464,0.0152264230577904,0.7607843137254388,0.8640639853232023,0.8694541495493051,0.0107191305385894,0.270893371757925,0,0,1
350,0.7357723577235507,0.5188984949073967,0.5840853769197987,0.0769333786350925,0.4782608695652174,0.544860213145586,0.6115971726834262,0.0625408582801037,0.1647058823529411,0.5449121442114623,0.6099504220480603,0.0681655687712509,0.3148148148148148,0,1,0
353,0.1138211382113554,0.92744757359605,0.9533268221620116,0.005170460956997,0.1818181818181818,0.9382004920310962,0.961940190147962,0.0038771347332668,0.4431372549019093,0.9501182524047228,0.9711560101152898,0.003418229035335,0.4198915009041591,0,1,0
356,0.223577235772331,0.7727183044807651,0.7837965566157936,0.0211493813759597,0.1383399209485907,0.8603491881295211,0.8656791408001745,0.0099870923728429,0.9568627450980136,0.8971832130032836,0.896404885944764,0.0076703143145787,0.370757180156658,0,1,0
